,Unnamed: 0,Unnamed: 0.1,Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time
2269,2269,2269,029-555555184,487.0,29.0,Department of Veterans Affairs,Medical 21st Century Pharmacy(PRE),2318.0,1108160603,Pharmacy Re-Engineering - PRE (PPS-N)," The Pharmacy Reengineering (PRE) Program will replace all pharmacy applications with a system that better meets the current and expected business needs for the VA. The first increments deliver enhanced order checking functionality to address known patient safety issues. Pharmacy Re-engineering will subsequently release a Pharmacy Product System (PPS) followed by Dispense and Administration, Activate, Inventory, and Clinical Monitoring domains. The PPS-N project encompasses PPS, and will replace the legacy National Drug File Management System (NDF MS) with a system that better meets the current and expected business needs and cost effective technical architecture for the VA, ensuring more frequent updates of drug information to keep pharamacists updated and veterans safer.",22/02/2011,30/05/2017,21/02/2012,21/02/2012,5.348,5.348,19/03/2012,08:42:10
2270,2270,2270,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2240.0,1003100604,Traumatic Brain Injury Registry (TBI),"Provides annual IT Maintenance and sustainment support for the TBI screening and evaluation registry. This registry is required by the Presidential task force on Returning Global War on Terror Heroes, as stated in the Global War on Terror(GWOT) report(recommendation P-3) as well as Public Law 110-181 NDAA 2008 TBI Section 1704. This registry promotes delivery of quality care by ensuring OEF/OIF Veterans are screened for TBI, receive timely follow up, evaluations and on-going treatment.",28/09/2009,30/09/2015,,,1.3395,1.3395,19/01/2012,14:58:47
2271,2271,2271,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2241.0,1003100605,Clinical Case Registry (CCR),Maintenance of the Clinical Case Registries which tracks the care and outcomes for Veterans with HIV and Hep-C.,01/09/2009,30/09/2013,01/05/2012,19/04/2012,0.7,0.7,21/06/2012,10:40:05
2272,2272,2272,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2242.0,1003260619,Military Eye Vision Injury Registry, Provides annual IT maintenance/sustainment to the Defense and Veterans Eye Injury Registry (DVEIR) including the VA Eye Injury Data Store. This registry is mandated by PL110-181 which requires data to be collected on Service Members sustaining eye injuries and be shared bi-directionally between DoD and VA to ensure the coordination of ongoing eye care and visual rehabilitation benefits and services by the VA.,01/10/2008,30/09/2015,31/07/2012,31/07/2012,0.8320000000000001,0.8320000000000001,21/06/2012,10:40:05
2273,2273,2273,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2243.0,1004010607,Oncology Tumor Registry (ONC),"The VAs tumor registry data collection tool, is in use at 140 medical centers diagnosing and/or treating patients with cancer. To remain current, given the numerous changes being released by the national standards setters, the OncoTrax registry package must be updated on an ongoing basis. VHA Directive 2003-034 requires that all medical centers diagnosing and/or treating patients with cancer must have a cancer registry and must report their data to the VA Central Cancer Registry.",11/07/2008,01/10/2012,27/07/2012,27/07/2012,0.359833,0.359833,28/02/2012,14:14:27
2274,2274,2274,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2244.0,1008200603,Veterans Implant Tracking and Alert System (VITAS),The development of VITAS will address the Veterans Health Administration (VHA) request for a national solution to improve the process of tracking manufactured and/or processed implant devices and tissues with the ability to identify and locate patients quickly in the event of a recall and to serve clinical needs at the point of care.,01/04/2010,02/08/2012,02/08/2012,10/08/2012,0.57982,1.837847,21/06/2012,10:40:05
2275,2275,2275,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2245.0,1101070606,EVH National Homeless Registry - HMIS (Homeless Management Information System),"The Homeless Management Information System (HMIS) is an integral part of building a Homeless Registry within the VA. This Project aims to collect Veteran homeless data from what is called Continuum of Care (CoC) and provide the VA an integrated view of Veteran homelessness. The Project specific to HMIS Registry is the build of an HMIS Repository.The establishment of a national Homeless Registry, which the HMIS feeds into, is key to the Initiatives goal defined Five Year Plan to End Homelessness Among Veterans.",14/02/2011,26/10/2012,,,2.602,2.565,28/02/2012,14:14:27
2276,2276,2276,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2246.0,1101130612,EVH National Registry - Web Based Management Models,"This is to support development of a Housing and Urban Development-Department of Veterans Affairs Supported Housing (HUD-VASH) Toolkit. This is also to support other Homeless Programs requirements to establish toolkits, such as the Supportive Services for Veteran Families Program. A Homeless Toolkit would facilitate the transition to permanent supported housing and use of best practices by providing access to both general and program-specific information to providers and eventually to Veterans. Currently, the system used to process the payments from the VAMCs (VA Medical Centers) to the agencies does not capture the necessary information to meet these requirements.",07/03/2011,30/09/2013,,,0.7,0.7,28/02/2012,14:14:27
2277,2277,2277,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2247.0,1102180603,Embedded Fragment Registry,"This project will provide annual IT maintenance and sustainment support for the Embedded Fragment Registry to maintain functionality and operation. This includes support of the registry database, user interface, application testing, reporting and VistA components (clinical reminders). This registry is required by the Presidential Task Force on Returning Global War on Terror Heroes (GWOT recommendation P -7) in support of the VA Toxic Embedded Fragment Surveillance Center (TEFSC). This registry ensures OEF/OIF veterans are screened for embedded fragments and receive follow up care and long term surveillance.",01/04/2008,30/09/2015,29/06/2012,31/07/2012,0.8320000000000001,0.8320000000000001,21/06/2012,10:40:05
2278,2278,2278,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2249.0,1109130720,EVH National Homeless Registry - EVH Analytical Tool,"The EVH (Eliminate Veterans Homelessness) Analytical Tool is to assist in determining the size of various homelessness programs based on various measures such as unemployment, economic dislocation, deployment, etc .With the overall objective of ending Veterans homelessness, a tool like the EVH Analytical Tool is necessary to be proactive in determining the size of programs and thus able to address the needs of the homeless Veteran. OIT deliverable are servers to support this tool.",03/10/2011,27/04/2012,31/10/2011,31/10/2011,0.018000000000000002,0.018000000000000002,21/05/2012,14:08:42
2279,2279,2279,029-555555109,488.0,29.0,Department of Veterans Affairs,Medical 21st Century Registries,2840.0,1010190604,Breast Cancer Clinical Case Registry,"This project willdevelop a breast cancer clinical case registry in order to monitor and track breast cancer and diagnostic test result, facilitate coordination of care, and improve management and timeliness to treatment for the Office of Public Health and Environmental Hazards and the Women Veterans Health Strategic Health Care Group .Currently there is no system in place inthe Computerized Patient Record System (CPRS) that has the capacity to identify, monitor and track all women with normal or abnormal mammogram results and assess sequential milestones in the diagnostic work up and treatment.",21/03/2011,30/09/2013,01/06/2012,01/06/2012,0.09423200000000001,0.09423200000000001,21/05/2012,14:08:42
2280,2280,2280,029-555555189,489.0,29.0,Department of Veterans Affairs,Medical 21st Century Revenue Improvement and Systems Enhancements - 2012 (RISE),2319.0,1109150815,RISE - National Insurance File (NIF)," Acquisition and implementation of a National Insurance File (NIF) database and data management tools that communicates patient insurance data between VistA applications, client systems, databases and the future patient accounting system.",03/01/2012,31/12/2014,,,2.182,2.182,17/04/2012,11:53:20
2281,2281,2281,029-555555113,492.0,29.0,Department of Veterans Affairs,Medical Legacy,2253.0,1002180606,VA DoD Image and Scanned Document Sharing Phase I,"The VA/DoD Image and Scanned Document Sharing project provides development and support for the VA/DoD sharing initiatives associated with the Wounded Warrior Initiative. The goal of the project is to support continuity of patient care between the Departments. VA and DoD Projects provide the electronic bidirectional sharing of health information in real-time for shared patients between the Departments. The development work includes a standards-based automated process to make images and studies from DoD, patient-provided CDs, fee-basis providers and other outside sources available to VA providers (Importer Prototype). It will also provide an enterprise gateway for exchanging VistA Imaging, DoD images and NCAT reports, including radiology studies, document artifacts and documents containing embedded images Bi-directionally between the VA and the DoD.The goal of the VA/DoD Project is to support continuity of patient care between the Departments. VA and DoD will continue the electronic bidirectional sharing of health information in real-time for shared patients between the Departments.",15/09/2008,13/09/2013,,,4.958169,4.958169,21/06/2012,10:40:19
